machine_id,timestamp,temperature_c,pressure_bar,voltage_mean_v,rotation_mean_rpm,pieces_produced
MACH-04,2026-02-12 14:00:00,38.78,196.118,225.82,1439.2,44
MACH-04,2026-02-12 15:00:00,40.8,192.947,226.54,1503.7,47
MACH-04,2026-02-12 16:00:00,40.09,194.197,225.28,1432.7,42
MACH-04,2026-02-12 17:00:00,44.13,195.816,225.84,1491.4,47
MACH-04,2026-02-12 18:00:00,44.37,194.344,225.71,1489.3,44
MACH-04,2026-02-12 19:00:00,44.94,195.783,226.69,1504.4,50
MACH-04,2026-02-12 20:00:00,45.98,194.252,227.22,1477.6,40
MACH-04,2026-02-12 21:00:00,46.98,197.377,226.01,1474.9,37
MACH-04,2026-02-12 22:00:00,45.4,195.655,225.89,1465.7,23
MACH-04,2026-02-12 23:00:00,46.36,196.209,226.65,1490.6,24
MACH-04,2026-02-13 00:00:00,46.52,197.275,226.65,1490.4,24
MACH-04,2026-02-13 01:00:00,46.41,195.912,225.93,1472.9,24
MACH-04,2026-02-13 02:00:00,45.91,195.425,225.81,1465.9,22
MACH-04,2026-02-13 03:00:00,45.02,194.066,225.73,1416.1,25
MACH-04,2026-02-13 04:00:00,42.35,193.061,226.06,1478.6,21
MACH-04,2026-02-13 05:00:00,44.68,196.027,226.2,1480.5,50
MACH-04,2026-02-13 06:00:00,44.29,196.16,226.41,1490.5,53
MACH-04,2026-02-13 07:00:00,42.34,195.332,224.32,1506.9,56
MACH-04,2026-02-13 08:00:00,39.82,193.808,224.48,1514.3,46
MACH-04,2026-02-13 09:00:00,40.39,193.206,224.95,1473.6,48
MACH-04,2026-02-13 10:00:00,39.37,193.482,226.14,1440.7,49
MACH-04,2026-02-13 11:00:00,37.93,191.795,224.34,1457.0,42
MACH-04,2026-02-13 12:00:00,40.11,192.715,225.14,1488.5,51
MACH-04,2026-02-13 13:00:00,38.65,193.661,225.88,1476.0,56
MACH-04,2026-02-13 14:00:00,40.61,193.339,225.04,1482.9,50
MACH-04,2026-02-13 15:00:00,42.1,195.18,225.14,1452.3,51
MACH-04,2026-02-13 16:00:00,41.68,194.889,225.22,1479.0,46
MACH-04,2026-02-13 17:00:00,42.53,194.965,225.78,1489.4,49
MACH-04,2026-02-13 18:00:00,44.49,195.284,226.82,1516.2,48
MACH-04,2026-02-13 19:00:00,44.69,195.148,227.3,1505.8,50
MACH-04,2026-02-13 20:00:00,47.61,195.159,227.32,1536.7,49
MACH-04,2026-02-13 21:00:00,49.07,197.539,228.32,1516.2,54
MACH-04,2026-02-13 22:00:00,44.59,195.665,225.62,1444.8,23
MACH-04,2026-02-13 23:00:00,45.23,194.981,226.56,1469.4,25
MACH-04,2026-02-14 00:00:00,45.38,194.452,226.77,1455.0,17
MACH-04,2026-02-14 01:00:00,46.04,194.96,225.9,1462.3,29
MACH-04,2026-02-14 02:00:00,45.18,195.976,226.39,1466.8,18
MACH-04,2026-02-14 03:00:00,43.64,195.05,226.16,1505.6,29
MACH-04,2026-02-14 04:00:00,41.41,195.706,224.82,1438.2,18
MACH-04,2026-02-14 05:00:00,45.33,194.116,225.74,1488.2,51
MACH-04,2026-02-14 06:00:00,41.54,194.84,225.55,1476.4,47
MACH-04,2026-02-14 07:00:00,41.31,195.132,225.25,1439.9,48
MACH-04,2026-02-14 08:00:00,42.3,194.229,226.02,1471.3,49
MACH-04,2026-02-14 09:00:00,37.89,194.129,224.5,1441.4,43
MACH-04,2026-02-14 10:00:00,37.27,192.418,224.75,1472.9,53
MACH-04,2026-02-14 11:00:00,36.19,190.715,224.56,1454.4,48
MACH-04,2026-02-14 12:00:00,38.98,193.354,225.88,1452.5,54
MACH-04,2026-02-14 13:00:00,39.77,194.711,225.23,1462.9,52
MACH-04,2026-02-14 14:00:00,39.76,194.277,225.0,1446.4,46
MACH-04,2026-02-14 15:00:00,39.71,192.826,224.85,1453.2,39
MACH-04,2026-02-14 16:00:00,41.09,194.434,225.26,1471.3,50
MACH-04,2026-02-14 17:00:00,41.88,195.98,225.26,1477.8,47
MACH-04,2026-02-14 18:00:00,44.77,195.074,226.19,1461.1,45
MACH-04,2026-02-14 19:00:00,46.18,195.842,225.52,1485.2,48
MACH-04,2026-02-14 20:00:00,46.4,195.424,227.18,1487.3,48
MACH-04,2026-02-14 21:00:00,47.78,197.239,227.26,1501.2,52
MACH-04,2026-02-14 22:00:00,44.16,195.642,225.75,1438.0,18
MACH-04,2026-02-14 23:00:00,45.95,195.37,225.75,1484.2,24
MACH-04,2026-02-15 00:00:00,44.48,195.415,225.37,1464.0,10
MACH-04,2026-02-15 01:00:00,45.4,195.379,225.77,1402.8,15
MACH-04,2026-02-15 02:00:00,42.36,195.007,224.4,1414.9,3
MACH-04,2026-02-15 03:00:00,41.54,195.442,224.53,1479.7,9
MACH-04,2026-02-15 04:00:00,42.88,192.517,224.76,1452.9,13
MACH-04,2026-02-15 05:00:00,40.39,193.044,224.76,1449.4,11
MACH-04,2026-02-15 06:00:00,38.21,192.0,224.64,1435.9,11
MACH-04,2026-02-15 07:00:00,37.24,191.333,223.65,1398.1,11
MACH-04,2026-02-15 08:00:00,36.13,191.042,223.72,1400.0,13
MACH-04,2026-02-15 09:00:00,35.74,190.477,223.05,1391.7,7
MACH-04,2026-02-15 10:00:00,34.28,191.427,223.14,1454.2,13
MACH-04,2026-02-15 11:00:00,34.43,193.506,224.31,1408.2,13
MACH-04,2026-02-15 12:00:00,34.31,190.616,223.35,1405.3,10
MACH-04,2026-02-15 13:00:00,33.65,191.909,223.96,1419.3,11
MACH-04,2026-02-15 14:00:00,33.0,192.523,223.36,1408.3,6
MACH-04,2026-02-15 15:00:00,36.25,191.501,223.71,1415.9,10
MACH-04,2026-02-15 16:00:00,38.53,193.547,224.28,1452.5,20
MACH-04,2026-02-15 17:00:00,38.22,191.427,224.84,1386.5,4
MACH-04,2026-02-15 18:00:00,38.95,193.697,225.78,1436.9,11
MACH-04,2026-02-15 19:00:00,41.21,193.262,224.97,1440.4,13
MACH-04,2026-02-15 20:00:00,43.56,195.501,224.95,1438.3,14
MACH-04,2026-02-15 21:00:00,42.75,194.808,225.73,1461.6,6
MACH-04,2026-02-15 22:00:00,44.26,194.215,225.49,1420.5,4
MACH-04,2026-02-15 23:00:00,43.44,193.121,225.41,1437.8,8
MACH-04,2026-02-16 00:00:00,47.06,195.504,226.39,1480.3,25
MACH-04,2026-02-16 01:00:00,46.6,195.931,225.87,1457.4,18
MACH-04,2026-02-16 02:00:00,44.77,194.662,225.51,1471.4,19
MACH-04,2026-02-16 03:00:00,43.62,194.135,225.53,1446.1,30
MACH-04,2026-02-16 04:00:00,42.63,196.437,225.54,1435.3,25
MACH-04,2026-02-16 05:00:00,44.99,195.401,225.74,1465.9,41
MACH-04,2026-02-16 06:00:00,42.76,195.503,224.96,1489.3,52
MACH-04,2026-02-16 07:00:00,40.23,195.309,225.33,1491.1,44
MACH-04,2026-02-16 08:00:00,40.38,194.148,224.99,1488.8,50
MACH-04,2026-02-16 09:00:00,38.25,195.301,224.43,1456.5,44
MACH-04,2026-02-16 10:00:00,38.07,192.107,225.27,1490.9,48
MACH-04,2026-02-16 11:00:00,37.44,195.001,224.06,1457.6,42
MACH-04,2026-02-16 12:00:00,38.18,194.578,225.67,1472.4,55
MACH-04,2026-02-16 13:00:00,37.71,192.286,224.53,1447.7,47
MACH-04,2026-02-16 14:00:00,39.28,193.599,224.9,1493.8,45
MACH-04,2026-02-16 15:00:00,40.04,193.496,225.48,1494.7,44
MACH-04,2026-02-16 16:00:00,41.51,193.948,224.35,1483.0,44
MACH-04,2026-02-16 17:00:00,42.25,195.82,225.7,1504.3,45
MACH-04,2026-02-16 18:00:00,45.64,193.755,226.84,1519.5,51
MACH-04,2026-02-16 19:00:00,45.27,194.935,226.35,1475.3,46
MACH-04,2026-02-16 20:00:00,46.95,196.3,226.66,1493.1,45
MACH-04,2026-02-16 21:00:00,49.12,196.849,226.96,1476.7,45
MACH-04,2026-02-16 22:00:00,46.64,196.694,226.16,1477.1,26
MACH-04,2026-02-16 23:00:00,44.93,195.833,226.58,1437.8,16
MACH-04,2026-02-17 00:00:00,47.75,195.96,226.81,1464.1,30
MACH-04,2026-02-17 01:00:00,45.6,196.554,226.14,1440.0,25
MACH-04,2026-02-17 02:00:00,44.22,194.946,226.54,1466.2,27
MACH-04,2026-02-17 03:00:00,43.21,194.148,225.96,1466.8,18
MACH-04,2026-02-17 04:00:00,41.71,194.693,225.24,1440.4,21
MACH-04,2026-02-17 05:00:00,43.54,195.078,226.48,1472.9,41
MACH-04,2026-02-17 06:00:00,41.51,194.188,225.13,1463.3,42
MACH-04,2026-02-17 07:00:00,41.32,195.279,225.69,1483.2,43
MACH-04,2026-02-17 08:00:00,39.53,193.929,225.34,1471.5,53
MACH-04,2026-02-17 09:00:00,37.76,193.529,225.16,1454.0,39
MACH-04,2026-02-17 10:00:00,39.06,193.132,224.96,1476.6,51
MACH-04,2026-02-17 11:00:00,38.33,193.132,224.09,1476.8,46
MACH-04,2026-02-17 12:00:00,37.63,193.71,225.3,1451.8,56
MACH-04,2026-02-17 13:00:00,39.13,193.129,224.49,1440.1,44
MACH-04,2026-02-17 14:00:00,40.18,192.622,225.61,1499.9,49
MACH-04,2026-02-17 15:00:00,39.4,192.68,226.0,1468.1,46
MACH-04,2026-02-17 16:00:00,41.88,193.957,225.21,1483.3,45
MACH-04,2026-02-17 17:00:00,42.84,195.638,225.74,1482.0,47
MACH-04,2026-02-17 18:00:00,44.24,193.723,226.71,1500.9,39
MACH-04,2026-02-17 19:00:00,46.82,196.004,225.36,1500.2,56
MACH-04,2026-02-17 20:00:00,48.08,196.179,227.37,1490.8,46
MACH-04,2026-02-17 21:00:00,48.86,197.261,227.44,1512.1,51
MACH-04,2026-02-17 22:00:00,44.68,196.488,226.3,1459.1,28
MACH-04,2026-02-17 23:00:00,46.44,194.861,227.17,1461.2,19
MACH-04,2026-02-18 00:00:00,44.78,194.909,226.25,1430.3,22
MACH-04,2026-02-18 01:00:00,45.41,195.299,225.37,1470.7,21
MACH-04,2026-02-18 02:00:00,44.65,194.422,225.94,1473.9,18
MACH-04,2026-02-18 03:00:00,45.86,196.652,225.56,1472.7,22
MACH-04,2026-02-18 04:00:00,42.07,194.339,225.04,1415.5,20
MACH-04,2026-02-18 05:00:00,44.41,195.471,226.25,1489.8,52
MACH-04,2026-02-18 06:00:00,44.22,195.044,225.54,1483.3,51
MACH-04,2026-02-18 07:00:00,40.24,195.485,225.29,1497.3,44
MACH-04,2026-02-18 08:00:00,40.94,193.94,226.42,1470.1,61
MACH-04,2026-02-18 09:00:00,38.26,192.438,225.23,1458.8,46
MACH-04,2026-02-18 10:00:00,37.77,194.222,225.0,1462.5,47
MACH-04,2026-02-18 11:00:00,38.53,193.038,225.1,1435.6,44
MACH-04,2026-02-18 12:00:00,38.26,192.423,224.77,1491.0,50
MACH-04,2026-02-18 13:00:00,38.67,193.06,224.5,1474.2,47
MACH-04,2026-02-18 14:00:00,38.87,194.407,225.9,1489.0,51
MACH-04,2026-02-18 15:00:00,40.37,194.776,225.0,1497.3,48
MACH-04,2026-02-18 16:00:00,42.49,194.175,225.88,1488.0,50
MACH-04,2026-02-18 17:00:00,44.13,193.836,224.06,1498.2,45
MACH-04,2026-02-18 18:00:00,45.01,194.862,226.32,1543.4,53
MACH-04,2026-02-18 19:00:00,46.04,196.265,226.48,1497.5,44
MACH-04,2026-02-18 20:00:00,47.45,196.604,227.08,1492.7,47
MACH-04,2026-02-18 21:00:00,48.92,196.086,226.0,1502.7,46
MACH-04,2026-02-18 22:00:00,46.6,196.072,225.83,1485.9,27
MACH-04,2026-02-18 23:00:00,46.83,195.13,225.04,1458.1,19
MACH-04,2026-02-19 00:00:00,46.9,194.624,226.6,1467.2,26
MACH-04,2026-02-19 01:00:00,44.59,197.174,226.24,1481.6,20
MACH-04,2026-02-19 02:00:00,45.49,196.818,225.99,1435.4,25
MACH-04,2026-02-19 03:00:00,43.82,195.963,226.19,1452.0,17
MACH-04,2026-02-19 04:00:00,43.26,194.759,226.06,1449.0,27
MACH-04,2026-02-19 05:00:00,43.6,195.743,225.3,1502.8,53
MACH-04,2026-02-19 06:00:00,41.92,194.288,225.67,1480.8,48
MACH-04,2026-02-19 07:00:00,41.89,195.488,225.05,1495.9,48
MACH-04,2026-02-19 08:00:00,41.09,193.362,224.85,1466.0,41
MACH-04,2026-02-19 09:00:00,41.24,193.88,226.53,1492.2,48
MACH-04,2026-02-19 10:00:00,39.65,193.746,225.58,1458.0,50
MACH-04,2026-02-19 11:00:00,38.54,193.157,224.64,1437.3,43
MACH-04,2026-02-19 12:00:00,38.3,193.412,223.99,1474.5,44
MACH-04,2026-02-19 13:00:00,37.73,191.663,225.01,1469.4,43
MACH-04,2026-02-19 14:00:00,39.72,193.271,225.28,1481.2,46
MACH-04,2026-02-19 15:00:00,40.61,193.816,224.7,1460.3,44
MACH-04,2026-02-19 16:00:00,41.29,193.37,225.23,1457.9,46
MACH-04,2026-02-19 17:00:00,42.92,195.876,225.46,1481.9,42
MACH-04,2026-02-19 18:00:00,43.87,194.447,223.92,1497.0,42
MACH-04,2026-02-19 19:00:00,45.28,195.943,226.62,1494.2,45
MACH-04,2026-02-19 20:00:00,47.05,195.498,226.57,1529.6,48
MACH-04,2026-02-19 21:00:00,48.48,195.915,225.33,1495.0,39
MACH-04,2026-02-19 22:00:00,45.07,196.821,226.41,1469.3,25
MACH-04,2026-02-19 23:00:00,46.88,196.125,226.83,1459.0,29
MACH-04,2026-02-20 00:00:00,46.27,195.678,226.55,1461.4,21
MACH-04,2026-02-20 01:00:00,44.11,195.049,225.79,1471.0,27
MACH-04,2026-02-20 02:00:00,44.36,195.926,225.82,1451.5,20
MACH-04,2026-02-20 03:00:00,46.87,194.701,225.56,1455.7,29
MACH-04,2026-02-20 04:00:00,41.75,193.768,224.21,1444.0,22
MACH-04,2026-02-20 05:00:00,45.95,196.639,226.22,1489.0,55
MACH-04,2026-02-20 06:00:00,43.67,194.96,225.84,1516.0,45
MACH-04,2026-02-20 07:00:00,40.64,196.026,225.68,1470.1,50
MACH-04,2026-02-20 08:00:00,40.18,192.639,224.4,1474.1,44
MACH-04,2026-02-20 09:00:00,38.97,193.027,225.42,1466.7,47
MACH-04,2026-02-20 10:00:00,37.84,191.975,224.78,1471.7,49
MACH-04,2026-02-20 11:00:00,39.84,192.8,224.81,1453.7,50
MACH-04,2026-02-20 12:00:00,37.54,192.366,225.0,1474.1,53
MACH-04,2026-02-20 13:00:00,37.64,193.028,224.86,1460.9,48
MACH-04,2026-02-20 14:00:00,38.66,193.817,224.75,1454.4,40
MACH-04,2026-02-20 15:00:00,39.69,195.197,224.65,1484.0,47
MACH-04,2026-02-20 16:00:00,41.64,194.514,225.5,1447.4,47
MACH-04,2026-02-20 17:00:00,42.82,194.006,225.71,1504.2,42
MACH-04,2026-02-20 18:00:00,43.95,195.701,224.87,1509.3,49
MACH-04,2026-02-20 19:00:00,45.69,196.295,226.49,1513.9,45
MACH-04,2026-02-20 20:00:00,48.47,196.248,227.68,1492.2,54
MACH-04,2026-02-20 21:00:00,49.13,197.178,226.39,1520.8,51
MACH-04,2026-02-20 22:00:00,46.2,196.69,226.23,1486.9,35
MACH-04,2026-02-20 23:00:00,45.83,194.267,226.79,1487.4,23
MACH-04,2026-02-21 00:00:00,47.46,194.187,226.85,1482.2,26
MACH-04,2026-02-21 01:00:00,45.95,195.868,226.1,1494.0,27
MACH-04,2026-02-21 02:00:00,45.36,194.932,225.96,1465.6,23
MACH-04,2026-02-21 03:00:00,45.25,195.078,226.22,1470.3,22
MACH-04,2026-02-21 04:00:00,43.18,196.231,225.04,1453.9,18
MACH-04,2026-02-21 05:00:00,45.22,194.616,224.77,1433.6,47
MACH-04,2026-02-21 06:00:00,41.95,193.876,226.24,1492.3,46
MACH-04,2026-02-21 07:00:00,40.15,194.498,226.42,1498.2,41
MACH-04,2026-02-21 08:00:00,38.45,192.804,224.8,1489.0,49
MACH-04,2026-02-21 09:00:00,37.6,193.529,225.46,1479.3,48
MACH-04,2026-02-21 10:00:00,36.72,194.601,224.18,1490.0,41
MACH-04,2026-02-21 11:00:00,38.48,193.019,224.62,1446.5,49
MACH-04,2026-02-21 12:00:00,37.41,191.436,223.69,1457.0,46
MACH-04,2026-02-21 13:00:00,38.08,194.617,225.14,1481.5,50
MACH-04,2026-02-21 14:00:00,40.18,194.472,224.57,1456.6,41
MACH-04,2026-02-21 15:00:00,40.27,194.772,225.54,1516.8,54
MACH-04,2026-02-21 16:00:00,42.0,192.389,225.33,1447.6,43
MACH-04,2026-02-21 17:00:00,42.33,193.593,225.95,1486.4,45
MACH-04,2026-02-21 18:00:00,44.57,194.123,225.71,1479.5,44
MACH-04,2026-02-21 19:00:00,44.65,196.207,226.88,1495.8,46
MACH-04,2026-02-21 20:00:00,48.02,195.337,226.08,1524.1,46
MACH-04,2026-02-21 21:00:00,47.27,196.987,227.24,1505.2,48
MACH-04,2026-02-21 22:00:00,46.64,194.264,226.57,1494.2,28
MACH-04,2026-02-21 23:00:00,46.15,195.775,226.5,1461.0,30
MACH-04,2026-02-22 00:00:00,43.55,194.294,224.43,1421.2,10
MACH-04,2026-02-22 01:00:00,43.35,194.992,225.3,1444.0,11
MACH-04,2026-02-22 02:00:00,44.16,195.078,224.61,1422.2,8
MACH-04,2026-02-22 03:00:00,41.31,194.519,225.2,1427.4,6
MACH-04,2026-02-22 04:00:00,40.89,194.411,225.16,1419.8,18
MACH-04,2026-02-22 05:00:00,39.1,192.254,224.87,1396.6,8
MACH-04,2026-02-22 06:00:00,37.08,192.107,224.02,1404.4,7
MACH-04,2026-02-22 07:00:00,36.63,192.709,223.93,1395.5,11
MACH-04,2026-02-22 08:00:00,35.34,192.008,224.15,1410.4,13
MACH-04,2026-02-22 09:00:00,34.49,190.539,222.66,1397.0,5
MACH-04,2026-02-22 10:00:00,32.82,190.937,222.33,1417.5,10
MACH-04,2026-02-22 11:00:00,31.6,190.543,222.43,1393.9,2
MACH-04,2026-02-22 12:00:00,33.88,192.598,223.28,1380.2,5
MACH-04,2026-02-22 13:00:00,32.62,189.964,223.25,1398.2,8
MACH-04,2026-02-22 14:00:00,34.45,191.51,223.09,1409.5,8
MACH-04,2026-02-22 15:00:00,33.35,192.362,223.62,1393.2,6
MACH-04,2026-02-22 16:00:00,36.74,191.777,223.34,1407.3,9
MACH-04,2026-02-22 17:00:00,38.46,192.909,224.83,1406.9,6
MACH-04,2026-02-22 18:00:00,38.7,194.174,225.46,1448.8,9
MACH-04,2026-02-22 19:00:00,41.15,195.666,225.0,1407.4,10
MACH-04,2026-02-22 20:00:00,41.33,192.977,225.01,1424.7,4
MACH-04,2026-02-22 21:00:00,43.52,193.338,224.63,1452.7,13
MACH-04,2026-02-22 22:00:00,44.51,194.497,226.25,1474.2,8
MACH-04,2026-02-22 23:00:00,44.28,196.538,225.42,1460.4,7
MACH-04,2026-02-23 00:00:00,45.77,195.133,226.15,1459.8,29
MACH-04,2026-02-23 01:00:00,44.79,195.524,226.52,1457.9,17
MACH-04,2026-02-23 02:00:00,44.14,195.833,226.22,1451.2,23
MACH-04,2026-02-23 03:00:00,43.18,194.437,225.47,1426.3,18
MACH-04,2026-02-23 04:00:00,42.06,194.726,226.04,1475.0,24
MACH-04,2026-02-23 05:00:00,43.25,196.66,226.38,1497.7,42
MACH-04,2026-02-23 06:00:00,43.54,195.348,224.77,1478.4,43
MACH-04,2026-02-23 07:00:00,40.69,194.228,224.69,1508.8,47
MACH-04,2026-02-23 08:00:00,39.83,193.476,225.41,1477.5,47
MACH-04,2026-02-23 09:00:00,38.83,194.58,225.17,1504.1,47
MACH-04,2026-02-23 10:00:00,38.13,193.213,224.96,1444.1,42
MACH-04,2026-02-23 11:00:00,39.63,194.183,224.57,1476.2,48
MACH-04,2026-02-23 12:00:00,39.5,192.408,224.84,1480.5,43
MACH-04,2026-02-23 13:00:00,38.75,192.658,226.01,1487.7,50
MACH-04,2026-02-23 14:00:00,40.15,192.925,224.94,1451.1,49
MACH-04,2026-02-23 15:00:00,39.89,193.164,225.21,1455.4,44
MACH-04,2026-02-23 16:00:00,41.05,193.685,225.65,1499.9,47
MACH-04,2026-02-23 17:00:00,43.9,195.155,225.97,1508.8,46
MACH-04,2026-02-23 18:00:00,44.76,195.235,226.19,1538.8,51
MACH-04,2026-02-23 19:00:00,45.8,194.015,226.98,1471.3,52
MACH-04,2026-02-23 20:00:00,46.33,195.603,226.13,1487.8,40
MACH-04,2026-02-23 21:00:00,46.9,195.688,227.0,1543.6,48
MACH-04,2026-02-23 22:00:00,44.62,195.356,226.52,1456.6,18
MACH-04,2026-02-23 23:00:00,44.84,195.608,226.28,1426.4,14
MACH-04,2026-02-24 00:00:00,45.07,193.909,225.88,1454.3,20
MACH-04,2026-02-24 01:00:00,46.85,197.029,226.07,1468.2,23
MACH-04,2026-02-24 02:00:00,43.53,193.785,225.59,1458.4,18
MACH-04,2026-02-24 03:00:00,44.3,194.945,225.15,1462.3,20
MACH-04,2026-02-24 04:00:00,44.04,195.346,225.62,1475.1,31
MACH-04,2026-02-24 05:00:00,44.17,196.45,227.54,1510.6,52
MACH-04,2026-02-24 06:00:00,44.35,194.686,225.71,1518.0,46
MACH-04,2026-02-24 07:00:00,40.15,195.316,225.29,1512.6,42
MACH-04,2026-02-24 08:00:00,39.47,194.117,225.38,1486.0,47
MACH-04,2026-02-24 09:00:00,40.39,193.065,224.02,1462.7,50
MACH-04,2026-02-24 10:00:00,37.98,193.404,225.1,1481.9,42
MACH-04,2026-02-24 11:00:00,36.84,192.203,224.44,1456.4,45
MACH-04,2026-02-24 12:00:00,38.41,193.815,223.53,1465.7,47
MACH-04,2026-02-24 13:00:00,37.8,192.487,224.61,1475.8,46
MACH-04,2026-02-24 14:00:00,39.05,193.45,224.71,1457.0,41
MACH-04,2026-02-24 15:00:00,40.34,194.51,224.68,1519.9,43
MACH-04,2026-02-24 16:00:00,40.85,195.534,225.55,1496.8,38
MACH-04,2026-02-24 17:00:00,41.08,196.353,225.56,1448.3,38
MACH-04,2026-02-24 18:00:00,45.58,196.19,226.55,1516.0,51
MACH-04,2026-02-24 19:00:00,45.17,195.192,226.63,1487.1,46
MACH-04,2026-02-24 20:00:00,45.9,196.428,226.53,1497.8,49
MACH-04,2026-02-24 21:00:00,47.18,198.006,226.33,1511.0,49
MACH-04,2026-02-24 22:00:00,46.23,195.948,225.75,1457.9,30
MACH-04,2026-02-24 23:00:00,46.3,196.501,226.79,1486.8,22
MACH-04,2026-02-25 00:00:00,44.92,196.397,225.06,1452.3,21
MACH-04,2026-02-25 01:00:00,46.61,196.446,226.21,1496.9,24
MACH-04,2026-02-25 02:00:00,44.77,194.736,225.19,1494.0,20
MACH-04,2026-02-25 03:00:00,43.71,195.653,225.63,1462.3,15
MACH-04,2026-02-25 04:00:00,41.44,196.128,225.22,1469.3,23
MACH-04,2026-02-25 05:00:00,44.65,193.579,226.06,1464.3,47
MACH-04,2026-02-25 06:00:00,42.58,194.071,225.67,1507.9,43
MACH-04,2026-02-25 07:00:00,41.4,194.875,225.25,1489.3,55
MACH-04,2026-02-25 08:00:00,39.03,194.59,224.85,1503.7,48
MACH-04,2026-02-25 09:00:00,39.51,194.814,225.59,1474.1,50
MACH-04,2026-02-25 10:00:00,37.44,194.086,225.7,1442.4,47
MACH-04,2026-02-25 11:00:00,38.1,192.058,225.32,1501.8,50
MACH-04,2026-02-25 12:00:00,36.69,193.634,224.6,1481.7,52
MACH-04,2026-02-25 13:00:00,39.59,192.521,225.56,1460.5,50
MACH-04,2026-02-25 14:00:00,39.57,192.489,225.65,1482.4,47
MACH-04,2026-02-25 15:00:00,38.97,194.742,225.65,1449.1,45
MACH-04,2026-02-25 16:00:00,39.25,193.48,224.93,1481.6,41
MACH-04,2026-02-25 17:00:00,43.89,196.846,226.58,1507.2,46
MACH-04,2026-02-25 18:00:00,44.28,196.216,225.65,1493.3,42
MACH-04,2026-02-25 19:00:00,44.8,196.602,225.73,1501.3,47
MACH-04,2026-02-25 20:00:00,46.37,198.231,226.44,1514.8,50
MACH-04,2026-02-25 21:00:00,48.44,195.048,226.66,1519.0,44
MACH-04,2026-02-25 22:00:00,44.58,194.383,225.81,1467.8,27
MACH-04,2026-02-25 23:00:00,45.75,195.777,225.67,1482.5,18
MACH-04,2026-02-26 00:00:00,45.51,195.001,227.12,1509.2,24
MACH-04,2026-02-26 01:00:00,46.26,195.212,226.61,1470.3,26
MACH-04,2026-02-26 02:00:00,43.72,193.642,225.37,1450.9,16
MACH-04,2026-02-26 03:00:00,42.42,195.944,225.13,1449.3,20
MACH-04,2026-02-26 04:00:00,43.72,192.394,224.42,1422.1,17
MACH-04,2026-02-26 05:00:00,43.72,195.009,226.63,1491.1,45
MACH-04,2026-02-26 06:00:00,42.53,193.742,225.94,1501.2,45
MACH-04,2026-02-26 07:00:00,40.38,195.286,225.18,1471.2,40
MACH-04,2026-02-26 08:00:00,40.56,193.541,225.33,1496.0,51
MACH-04,2026-02-26 09:00:00,39.78,192.595,224.62,1474.4,48
MACH-04,2026-02-26 10:00:00,38.27,191.961,225.45,1457.5,48
MACH-04,2026-02-26 11:00:00,37.46,193.699,224.47,1459.1,46
MACH-04,2026-02-26 12:00:00,36.95,193.461,225.23,1440.3,49
MACH-04,2026-02-26 13:00:00,39.12,193.483,224.15,1459.5,48
MACH-04,2026-02-26 14:00:00,38.06,193.43,224.12,1489.1,42
MACH-04,2026-02-26 15:00:00,40.28,194.075,224.34,1471.5,44
MACH-04,2026-02-26 16:00:00,42.25,194.966,225.31,1481.6,48
MACH-04,2026-02-26 17:00:00,41.56,195.577,225.19,1489.6,43
MACH-04,2026-02-26 18:00:00,44.5,195.202,226.28,1517.1,48
MACH-04,2026-02-26 19:00:00,44.84,194.913,226.4,1502.0,45
MACH-04,2026-02-26 20:00:00,49.07,195.483,226.56,1520.7,51
MACH-04,2026-02-26 21:00:00,45.83,197.259,226.03,1540.2,41
MACH-04,2026-02-26 22:00:00,45.61,194.383,225.23,1463.2,22
MACH-04,2026-02-26 23:00:00,44.41,193.706,226.3,1459.3,18
MACH-04,2026-02-27 00:00:00,43.82,194.823,226.02,1440.4,14
MACH-04,2026-02-27 01:00:00,44.49,195.7,225.65,1454.0,20
MACH-04,2026-02-27 02:00:00,44.97,194.619,226.02,1469.8,24
MACH-04,2026-02-27 03:00:00,43.7,194.95,226.45,1448.7,20
MACH-04,2026-02-27 04:00:00,41.95,195.105,225.0,1449.0,18
MACH-04,2026-02-27 05:00:00,42.72,196.291,226.29,1470.8,49
MACH-04,2026-02-27 06:00:00,41.32,194.009,225.82,1518.8,46
MACH-04,2026-02-27 07:00:00,42.22,194.914,224.97,1521.8,54
MACH-04,2026-02-27 08:00:00,38.5,194.497,223.92,1498.1,38
MACH-04,2026-02-27 09:00:00,38.82,194.872,225.31,1478.7,42
MACH-04,2026-02-27 10:00:00,38.38,193.968,224.9,1478.4,44
MACH-04,2026-02-27 11:00:00,36.8,193.477,225.04,1500.7,46
MACH-04,2026-02-27 12:00:00,37.34,192.335,224.42,1412.0,46
MACH-04,2026-02-27 13:00:00,38.87,194.106,224.59,1480.5,51
MACH-04,2026-02-27 14:00:00,39.93,193.454,225.43,1496.0,50
MACH-04,2026-02-27 15:00:00,39.99,193.933,224.64,1450.5,49
MACH-04,2026-02-27 16:00:00,42.69,195.1,226.02,1481.5,51
MACH-04,2026-02-27 17:00:00,41.75,194.996,225.78,1527.8,46
MACH-04,2026-02-27 18:00:00,45.33,195.562,226.57,1485.9,42
MACH-04,2026-02-27 19:00:00,44.39,196.637,227.51,1511.7,47
MACH-04,2026-02-27 20:00:00,45.8,196.732,226.54,1468.1,47
